97,47,60,54,19,8,2,48,2,41
87,18,26,29,78,39,15,3,10,40
19,23,66,89,0,3,11,25,63,16
36,80,43,51,52,88,4,30,58,17
94,70,41,96,13,84,36,14,78,81
43,6,73,5,53,34,51,21,33,89
66,84,69,4,52,25,24,72,27,31
62,70,96,79,26,96,62,31,41,48
87,69,79,67,11,95,92,36,68,61
24,8,18,15,53,6,81,30,27,49
入れ替え:1番目（97）,2番目（47）
入れ替え:162番目（170）,163番目（104）
入れ替え:161番目（168）,162番目（104）
入れ替え:160番目（168）,161番目（104）
入れ替え:159番目（165）,160番目（104）
入れ替え:158番目（164）,159番目（104）
入れ替え:157番目（163）,158番目（104）
入れ替え:156番目（162）,157番目（104）
入れ替え:155番目（161）,156番目（104）
入れ替え:154番目（161）,155番目（104）
入れ替え:153番目（161）,154番目（104）
入れ替え:152番目（160）,153番目（104）
入れ替え:151番目（158）,152番目（104）
入れ替え:150番目（158）,151番目（104）
入れ替え:149番目（158）,150番目（104）
入れ替え:148番目（155）,149番目（104）
入れ替え:147番目（155）,148番目（104）
入れ替え:146番目（154）,147番目（104）
入れ替え:145番目（153）,146番目（104）
入れ替え:144番目（153）,145番目（104）
入れ替え:143番目（152）,144番目（104）
入れ替え:142番目（149）,143番目（104）
入れ替え:141番目（148）,142番目（104）
入れ替え:140番目（147）,141番目（104）
入れ替え:139番目（147）,140番目（104）
入れ替え:138番目（147）,139番目（104）
入れ替え:137番目（147）,138番目（104）
入れ替え:136番目（145）,137番目（104）
入れ替え:135番目（145）,136番目（104）
入れ替え:134番目（144）,135番目（104）
入れ替え:133番目（144）,134番目（104）
入れ替え:132番目（142）,133番目（104）
入れ替え:131番目（141）,132番目（104）
入れ替え:130番目（141）,131番目（104）
入れ替え:129番目（138）,130番目（104）
入れ替え:128番目（136）,129番目（104）
入れ替え:127番目（135）,128番目（104）
入れ替え:126番目（135）,127番目（104）
入れ替え:125番目（132）,126番目（104）
入れ替え:124番目（130）,125番目（104）
入れ替え:123番目（128）,124番目（104）
入れ替え:122番目（127）,123番目（104）
入れ替え:121番目（126）,122番目（104）
入れ替え:120番目（125）,121番目（104）
入れ替え:119番目（125）,120番目（104）
入れ替え:118番目（124）,119番目（104）
入れ替え:117番目（124）,118番目（104）
入れ替え:116番目（122）,117番目（104）
入れ替え:115番目（121）,116番目（104）
入れ替え:114番目（120）,115番目（104）
入れ替え:113番目（118）,114番目（104）
入れ替え:112番目（116）,113番目（104）
入れ替え:111番目（116）,112番目（104）
入れ替え:110番目（116）,111番目（104）
入れ替え:109番目（113）,110番目（104）
入れ替え:108番目（112）,109番目（104）
入れ替え:107番目（108）,108番目（104）
入れ替え:196番目（197）,197番目（118）
入れ替え:195番目（193）,196番目（118）
入れ替え:194番目（193）,195番目（118）
入れ替え:193番目（191）,194番目（118）
入れ替え:192番目（190）,193番目（118）
入れ替え:191番目（190）,192番目（118）
入れ替え:190番目（190）,191番目（118）
入れ替え:189番目（188）,190番目（118）
入れ替え:188番目（188）,189番目（118）
入れ替え:187番目（185）,188番目（118）
入れ替え:186番目（184）,187番目（118）
入れ替え:185番目（184）,186番目（118）
入れ替え:184番目（183）,185番目（118）
入れ替え:183番目（183）,184番目（118）
入れ替え:182番目（183）,183番目（118）
入れ替え:181番目（182）,182番目（118）
入れ替え:180番目（182）,181番目（118）
入れ替え:179番目（181）,180番目（118）
入れ替え:178番目（181）,179番目（118）
入れ替え:177番目（180）,178番目（118）
入れ替え:176番目（180）,177番目（118）
入れ替え:175番目（180）,176番目（118）
入れ替え:174番目（180）,175番目（118）
入れ替え:173番目（179）,174番目（118）
入れ替え:172番目（179）,173番目（118）
入れ替え:171番目（177）,172番目（118）
入れ替え:170番目（177）,171番目（118）
入れ替え:169番目（176）,170番目（118）
入れ替え:168番目（175）,169番目（118）
入れ替え:167番目（173）,168番目（118）
入れ替え:166番目（173）,167番目（118）
入れ替え:165番目（173）,166番目（118）
入れ替え:164番目（170）,165番目（118）
入れ替え:163番目（170）,164番目（118）
入れ替え:162番目（168）,163番目（118）
入れ替え:161番目（168）,162番目（118）
入れ替え:160番目（165）,161番目（118）
入れ替え:159番目（164）,160番目（118）
入れ替え:158番目（163）,159番目（118）
入れ替え:157番目（162）,158番目（118）
入れ替え:156番目（161）,157番目（118）
入れ替え:155番目（161）,156番目（118）
入れ替え:154番目（161）,155番目（118）
入れ替え:153番目（160）,154番目（118）
入れ替え:152番目（158）,153番目（118）
入れ替え:151番目（158）,152番目（118）
入れ替え:150番目（158）,151番目（118）
入れ替え:149番目（155）,150番目（118）
入れ替え:148番目（155）,149番目（118）
入れ替え:147番目（154）,148番目（118）
入れ替え:146番目（153）,147番目（118）
入れ替え:145番目（153）,146番目（118）
入れ替え:144番目（152）,145番目（118）
入れ替え:143番目（149）,144番目（118）
入れ替え:142番目（148）,143番目（118）
入れ替え:141番目（147）,142番目（118）
入れ替え:140番目（147）,141番目（118）
入れ替え:139番目（147）,140番目（118）
入れ替え:138番目（147）,139番目（118）
入れ替え:137番目（145）,138番目（118）
入れ替え:136番目（145）,137番目（118）
入れ替え:135番目（144）,136番目（118）
入れ替え:134番目（144）,135番目（118）
入れ替え:133番目（142）,134番目（118）
入れ替え:132番目（141）,133番目（118）
入れ替え:131番目（141）,132番目（118）
入れ替え:130番目（138）,131番目（118）
入れ替え:129番目（136）,130番目（118）
入れ替え:128番目（135）,129番目（118）
入れ替え:127番目（135）,128番目（118）
入れ替え:126番目（132）,127番目（118）
入れ替え:125番目（130）,126番目（118）
入れ替え:124番目（128）,125番目（118）
入れ替え:123番目（127）,124番目（118）
入れ替え:122番目（126）,123番目（118）
入れ替え:121番目（125）,122番目（118）
入れ替え:120番目（125）,121番目（118）
入れ替え:119番目（124）,120番目（118）
入れ替え:118番目（124）,119番目（118）
入れ替え:117番目（122）,118番目（118）
入れ替え:116番目（121）,117番目（118）
入れ替え:115番目（120）,116番目（118）
入れ替え:197番目（197）,198番目（180）
入れ替え:196番目（193）,197番目（180）
入れ替え:195番目（193）,196番目（180）
入れ替え:194番目（191）,195番目（180）
入れ替え:193番目（190）,194番目（180）
入れ替え:192番目（190）,193番目（180）
入れ替え:191番目（190）,192番目（180）
入れ替え:190番目（188）,191番目（180）
入れ替え:189番目（188）,190番目（180）
入れ替え:188番目（185）,189番目（180）
入れ替え:187番目（184）,188番目（180）
入れ替え:186番目（184）,187番目（180）
入れ替え:185番目（183）,186番目（180）
入れ替え:184番目（183）,185番目（180）
入れ替え:183番目（183）,184番目（180）
入れ替え:182番目（182）,183番目（180）
入れ替え:181番目（182）,182番目（180）
入れ替え:180番目（181）,181番目（180）
入れ替え:179番目（181）,180番目（180）
入れ替え:198番目（197）,199番目（148）
入れ替え:197番目（193）,198番目（148）
入れ替え:196番目（193）,197番目（148）
入れ替え:195番目（191）,196番目（148）
入れ替え:194番目（190）,195番目（148）
入れ替え:193番目（190）,194番目（148）
入れ替え:192番目（190）,193番目（148）
入れ替え:191番目（188）,192番目（148）
入れ替え:190番目（188）,191番目（148）
入れ替え:189番目（185）,190番目（148）
入れ替え:188番目（184）,189番目（148）
入れ替え:187番目（184）,188番目（148）
入れ替え:186番目（183）,187番目（148）
入れ替え:185番目（183）,186番目（148）
入れ替え:184番目（183）,185番目（148）
入れ替え:183番目（182）,184番目（148）
入れ替え:182番目（182）,183番目（148）
入れ替え:181番目（181）,182番目（148）
入れ替え:180番目（181）,181番目（148）
入れ替え:179番目（180）,180番目（148）
入れ替え:178番目（180）,179番目（148）
入れ替え:177番目（180）,178番目（148）
入れ替え:176番目（180）,177番目（148）
入れ替え:175番目（180）,176番目（148）
入れ替え:174番目（179）,175番目（148）
入れ替え:173番目（179）,174番目（148）
入れ替え:172番目（177）,173番目（148）
入れ替え:171番目（177）,172番目（148）
入れ替え:170番目（176）,171番目（148）
入れ替え:169番目（175）,170番目（148）
入れ替え:168番目（173）,169番目（148）
入れ替え:167番目（173）,168番目（148）
入れ替え:166番目（173）,167番目（148）
入れ替え:165番目（170）,166番目（148）
入れ替え:164番目（170）,165番目（148）
入れ替え:163番目（168）,164番目（148）
入れ替え:162番目（168）,163番目（148）
